date_id,customer_id,sku_id,units,gross_revenue_lc,discount_lc,net_revenue_lc,actual_unit_cost_chf,currency_code,net_revenue_chf
20260101,151,SKU0033,3,41608.11,0.0,41608.11,4189.46,USD,36470.34
20260101,151,SKU0076,3,18695.53,0.0,18695.53,2704.47,USD,16387.01
20260101,158,SKU0074,3,4838345.04,258390.44,4579954.6,4217.01,JPY,26298.1
20260101,158,SKU0075,1,1612781.68,0.0,1612781.68,4268.72,JPY,9260.59
20260101,158,SKU0076,1,1007988.97,0.0,1007988.97,2719.79,JPY,5787.87
20260101,167,SKU0092,5,18961388.1,0.0,18961388.1,7647.31,JPY,108876.29
20260101,172,SKU0048,1,1219413.65,0.0,1219413.65,3020.94,JPY,7001.87
20260101,172,SKU0066,1,3140024.3,0.0,3140024.3,7002.76,JPY,18030.02
20260101,182,SKU0072,5,273260.03,0.0,273260.03,2741.46,CNY,33106.55
20260101,191,SKU0038,1,8849.52,0.0,8849.52,3481.72,USD,7756.78
20260101,191,SKU0044,1,8157.93,0.0,8157.93,3050.86,USD,7150.59
20260101,191,SKU0047,1,8157.93,0.0,8157.93,3327.2,USD,7150.59
20260101,193,SKU0004,1,11183.51,0.0,11183.51,3885.28,USD,9802.57
20260101,193,SKU0010,5,85207.73,0.0,85207.73,5538.32,USD,74686.28
20260101,193,SKU0014,1,17009.61,0.0,17009.61,4799.24,USD,14909.26
20260101,193,SKU0069,5,53947.91,0.0,53947.91,3897.5,USD,47286.42
20260101,208,SKU0066,1,19795.58,0.0,19795.58,7126.32,USD,17351.22
20260101,208,SKU0069,2,20334.85,1108.57,19226.28,3768.38,USD,16852.22
20260101,213,SKU0089,2,39722.24,0.0,39722.24,5709.62,USD,34817.34
20260101,215,SKU0008,2,22197.32,0.0,22197.32,4153.48,USD,19456.39
20260101,215,SKU0046,2,10120.05,0.0,10120.05,1924.31,USD,8870.43
20260101,220,SKU0089,2,40572.56,0.0,40572.56,5702.11,USD,35562.66
20260102,5,SKU0041,3,15800.45,0.0,15800.45,2073.69,CHF,15834.58
20260102,5,SKU0044,5,36992.18,0.0,36992.18,3065.61,CHF,37072.08
20260102,5,SKU0091,1,16537.4,0.0,16537.4,5378.64,CHF,16573.12
20260102,13,SKU0006,2,30909.99,1516.0,29393.99,6197.37,CHF,29457.48
20260102,14,SKU0033,2,27221.68,0.0,27221.68,4272.68,CHF,27280.48
20260102,14,SKU0043,2,14796.88,0.0,14796.88,3268.3,CHF,14828.84
20260102,14,SKU0059,1,8174.24,0.0,8174.24,3783.63,CHF,8191.9
20260102,37,SKU0080,1,21243.33,0.0,21243.33,8071.45,GBP,23811.97
20260102,43,SKU0064,2,21799.36,0.0,21799.36,4962.02,GBP,24435.23
20260102,43,SKU0082,1,14447.24,594.12,13853.12,5120.65,GBP,15528.17
20260102,64,SKU0065,1,14414.37,415.08,13999.29,5302.7,EUR,13343.84
20260102,64,SKU0072,1,7403.53,0.0,7403.53,2729.46,EUR,7056.9
20260102,64,SKU0091,1,17408.56,0.0,17408.56,5444.5,EUR,16593.49
20260102,64,SKU0093,1,24220.59,0.0,24220.59,7512.1,EUR,23086.58
20260102,68,SKU0019,1,16238.65,0.0,16238.65,5018.78,EUR,15478.36
20260102,76,SKU0048,5,38197.51,0.0,38197.51,3097.34,EUR,36409.1
20260102,76,SKU0081,2,37482.32,0.0,37482.32,6405.8,EUR,35727.4
20260102,82,SKU0027,2,32324.92,0.0,32324.92,4819.84,EUR,30811.47
20260102,82,SKU0041,2,10876.86,0.0,10876.86,2060.94,EUR,10367.61
20260102,82,SKU0063,2,39343.86,0.0,39343.86,6460.89,EUR,37501.78
20260102,82,SKU0087,2,37482.3,0.0,37482.3,5809.26,EUR,35727.38
20260102,90,SKU0043,1,8322.27,0.0,8322.27,3194.73,USD,7311.16
20260102,90,SKU0047,2,16644.54,738.42,15906.12,3274.41,USD,13973.62
20260102,101,SKU0065,6,87502.19,1884.61,85617.58,5331.38,EUR,81608.96
20260102,101,SKU0086,2,51903.66,0.0,51903.66,8190.69,EUR,49473.53
20260102,106,SKU0004,2,21447.31,0.0,21447.31,3845.18,EUR,20443.15
20260102,108,SKU0048,1,8359.31,0.0,8359.31,3013.63,USD,7343.7
20260102,108,SKU0086,2,55063.11,0.0,55063.11,8365.9,USD,48373.27
20260102,117,SKU0050,1,5772.42,0.0,5772.42,2225.28,USD,5071.11
20260102,117,SKU0094,2,34120.78,0.0,34120.78,4810.25,USD,29975.31
20260102,123,SKU0029,2,49211.34,0.0,49211.34,7304.12,USD,43232.46
20260102,125,SKU0064,1,14126.08,357.86,13768.22,4887.45,USD,12095.46
20260102,125,SKU0071,2,14510.91,0.0,14510.91,2472.6,USD,12747.92
20260102,126,SKU0049,1,6079.27,0.0,6079.27,2157.33,USD,5340.68
20260102,126,SKU0073,1,8040.36,0.0,8040.36,2626.26,USD,7063.5
20260102,129,SKU0018,1,17635.46,0.0,17635.46,5403.1,USD,15492.86
20260102,129,SKU0062,3,65339.48,0.0,65339.48,7084.72,USD,57401.13
20260102,142,SKU0076,2,14085.29,0.0,14085.29,2753.02,USD,12374.01
20260102,160,SKU0098,1,3786331.54,0.0,3786331.54,7803.83,JPY,21623.74
20260102,166,SKU0028,3,7727398.17,0.0,7727398.17,5763.72,JPY,44131.17
20260102,166,SKU0037,1,866718.09,0.0,866718.09,2365.08,JPY,4949.83
20260102,166,SKU0066,4,12540403.66,0.0,12540403.66,6940.4,JPY,71618.25
20260102,171,SKU0044,3,3652505.06,0.0,3652505.06,3046.47,JPY,20859.46
20260102,171,SKU0100,2,5442855.14,0.0,5442855.14,6196.13,JPY,31084.15
20260102,186,SKU0032,1,110988.75,0.0,110988.75,5146.35,CNY,13436.74
20260102,186,SKU0053,5,317411.19,0.0,317411.19,3719.69,CNY,38427.07
20260102,186,SKU0069,1,75992.27,0.0,75992.27,3810.57,CNY,9199.93
20260102,186,SKU0072,5,273097.52,0.0,273097.52,2729.88,CNY,33062.28
20260102,188,SKU0086,2,378473.16,0.0,378473.16,8306.4,CNY,45819.47
20260102,191,SKU0036,2,17653.74,0.0,17653.74,3524.81,USD,15508.92
20260102,191,SKU0058,1,8990.31,0.0,8990.31,3482.48,USD,7898.04
20260102,191,SKU0076,1,6726.23,0.0,6726.23,2802.02,USD,5909.03
20260102,191,SKU0078,2,21523.95,0.0,21523.95,4300.79,USD,18908.92
20260102,198,SKU0009,1,16997.94,0.0,16997.94,5481.53,USD,14932.79
20260102,208,SKU0019,3,47963.29,0.0,47963.29,4972.25,USD,42136.04
20260102,208,SKU0044,2,15335.7,0.0,15335.7,3060.44,USD,13472.5
20260102,208,SKU0072,3,21867.43,0.0,21867.43,2757.07,USD,19210.67
20260102,219,SKU0059,2,18226.18,0.0,18226.18,3650.66,USD,16011.81
20260103,6,SKU0085,1,15730.21,0.0,15730.21,5068.38,CHF,15785.23
20260103,18,SKU0029,1,21822.9,0.0,21822.9,7194.15,EUR,20810.06
20260103,18,SKU0043,2,14827.84,0.0,14827.84,3217.74,EUR,14139.65
20260103,20,SKU0101,1,23056.69,0.0,23056.69,8197.6,EUR,21986.58
20260103,23,SKU0091,1,16572.01,0.0,16572.01,5398.52,EUR,15802.87
20260103,34,SKU0015,3,46479.6,0.0,46479.6,5269.05,GBP,52037.03
20260103,34,SKU0066,2,33276.75,0.0,33276.75,6871.53,GBP,37255.55
20260103,36,SKU0054,1,4684.95,0.0,4684.95,2359.17,GBP,5245.12
20260103,36,SKU0068,1,6142.31,0.0,6142.31,3002.06,GBP,6876.73
20260103,36,SKU0094,2,26374.09,0.0,26374.09,4765.56,GBP,29527.56
20260103,48,SKU0040,2,16876.73,0.0,16876.73,3281.99,EUR,16093.45
20260103,48,SKU0094,1,15875.86,0.0,15875.86,4767.11,EUR,15139.03
20260103,50,SKU0050,2,10743.27,0.0,10743.27,2284.08,EUR,10244.65
20260103,50,SKU0052,4,34378.44,0.0,34378.44,3727.05,EUR,32782.87
20260103,50,SKU0075,2,20576.59,0.0,20576.59,4371.54,EUR,19621.59
20260103,58,SKU0005,2,32499.59,0.0,32499.59,6509.84,EUR,30991.22
20260103,66,SKU0045,2,15535.02,0.0,15535.02,3061.25,EUR,14814.01
20260103,66,SKU0046,5,24273.46,0.0,24273.46,1916.87,EUR,23146.88
20260103,66,SKU0090,2,34724.72,0.0,34724.72,5319.27,EUR,33113.08
20260103,66,SKU0100,3,52087.09,2004.21,50082.88,6069.71,EUR,47758.43
20260103,77,SKU0010,5,79581.1,0.0,79581.1,5370.46,EUR,75887.58
20260103,77,SKU0031,2,28034.05,0.0,28034.05,4358.58,EUR,26732.93
20260103,77,SKU0083,2,32506.82,0.0,32506.82,4969.82,EUR,30998.11
20260103,78,SKU0039,1,8265.14,0.0,8265.14,3260.12,EUR,7881.54
20260103,85,SKU0003,2,25004.63,1400.99,23603.64,4325.56,USD,20737.1
20260103,85,SKU0049,3,17954.94,0.0,17954.94,2193.61,USD,15774.4
20260103,85,SKU0053,1,9200.07,0.0,9200.07,3603.7,USD,8082.77
20260103,85,SKU0070,5,55065.33,0.0,55065.33,4076.43,USD,48377.92
20260103,87,SKU0085,5,88815.17,0.0,88815.17,5053.2,USD,78029.01
20260103,87,SKU0097,1,25896.01,801.28,25094.73,7571.3,USD,22047.1
20260103,93,SKU0016,1,19492.25,0.0,19492.25,5483.23,USD,17125.01
20260103,96,SKU0014,4,67799.11,0.0,67799.11,4745.26,USD,59565.25
20260103,96,SKU0064,2,27474.58,0.0,27474.58,4947.33,USD,24137.93
20260103,97,SKU0005,1,16981.6,0.0,16981.6,6397.96,USD,14919.27
20260103,97,SKU0075,2,21503.25,0.0,21503.25,4283.84,USD,18891.79
20260103,121,SKU0053,1,9241.02,0.0,9241.02,3691.32,USD,8118.74
20260103,121,SKU0079,1,27546.9,0.0,27546.9,7320.72,USD,24201.47
20260103,121,SKU0100,2,37391.22,2098.57,35292.65,6135.99,USD,31006.53
20260103,132,SKU0062,2,43583.92,0.0,43583.92,7133.68,USD,38290.87
20260103,132,SKU0063,1,21791.96,0.0,21791.96,6514.65,USD,19145.44
20260103,132,SKU0098,1,26318.64,0.0,26318.64,7694.85,USD,23122.37
20260103,146,SKU0008,2,20628.59,772.45,19856.14,4044.26,USD,17444.71
20260103,146,SKU0048,1,7523.86,0.0,7523.86,3070.74,USD,6610.12
20260103,146,SKU0066,1,19374.17,800.85,18573.32,6864.57,USD,16317.68
20260103,146,SKU0070,2,19901.95,0.0,19901.95,4169.27,USD,17484.96
20260103,150,SKU0026,1,13841.59,0.0,13841.59,5029.8,USD,12160.6
20260103,150,SKU0026,1,13841.59,518.14,13323.45,5032.4,USD,11705.38
20260103,150,SKU0037,1,5356.11,0.0,5356.11,2358.74,USD,4705.64
20260103,154,SKU0037,2,11380.63,0.0,11380.63,2343.31,USD,9998.51
20260103,157,SKU0014,1,15970.91,0.0,15970.91,4696.73,USD,14031.32
20260103,183,SKU0018,1,119562.63,0.0,119562.63,5539.5,CNY,14409.93
20260103,183,SKU0053,5,316780.59,0.0,316780.59,3635.2,CNY,38179.03
20260103,191,SKU0020,2,33951.08,0.0,33951.08,4856.88,USD,29827.89
20260103,205,SKU0079,3,75804.83,0.0,75804.83,7358.05,USD,66598.71
20260103,212,SKU0056,1,5297.89,0.0,5297.89,2072.69,USD,4654.49
20260103,212,SKU0066,2,39511.86,0.0,39511.86,7064.62,USD,34713.34
20260103,212,SKU0074,2,20294.11,0.0,20294.11,4209.78,USD,17829.49
20260103,215,SKU0006,4,67513.49,0.0,67513.49,6280.06,USD,59314.31
20260103,215,SKU0096,2,36120.92,0.0,36120.92,5916.63,USD,31734.21
20260104,29,SKU0046,2,9232.52,0.0,9232.52,1895.95,EUR,8849.02
20260104,29,SKU0057,2,11730.74,0.0,11730.74,2572.57,EUR,11243.47
20260104,29,SKU0079,3,72977.97,0.0,72977.97,7209.66,EUR,69946.61
20260104,37,SKU0008,2,17729.06,0.0,17729.06,4008.79,GBP,19814.62
20260104,37,SKU0050,5,22326.21,0.0,22326.21,2257.04,GBP,24952.55
20260104,37,SKU0100,1,14453.89,0.0,14453.89,6141.03,GBP,16154.17
20260104,39,SKU0045,2,12932.65,0.0,12932.65,3016.6,GBP,14453.98
20260104,48,SKU0078,2,20499.15,0.0,20499.15,4207.35,EUR,19647.66
20260104,48,SKU0096,1,17322.42,0.0,17322.42,5774.2,EUR,16602.88
20260104,60,SKU0021,5,121360.23,0.0,121360.23,6800.38,EUR,116319.17
20260104,60,SKU0050,1,5351.42,0.0,5351.42,2241.19,EUR,5129.13
20260104,61,SKU0040,1,8406.61,0.0,8406.61,3225.68,EUR,8057.42
20260104,61,SKU0055,3,16856.92,0.0,16856.92,2169.3,EUR,16156.72
20260104,62,SKU0062,2,39911.06,0.0,39911.06,7053.52,EUR,38253.23
20260104,94,SKU0095,2,50753.98,0.0,50753.98,7853.84,USD,44576.46
20260104,94,SKU0098,3,76130.97,0.0,76130.97,7698.91,USD,66864.69
20260104,97,SKU0056,2,11269.61,0.0,11269.61,2040.67,USD,9897.93
20260104,99,SKU0027,1,16539.71,0.0,16539.71,4911.63,EUR,15852.68
20260104,99,SKU0049,3,16857.2,0.0,16857.2,2196.41,EUR,16156.99
20260104,99,SKU0056,1,5398.5,0.0,5398.5,2078.73,EUR,5174.26
20260104,99,SKU0065,1,14469.22,0.0,14469.22,5303.63,EUR,13868.2
20260104,100,SKU0100,1,17474.82,0.0,17474.82,6170.18,EUR,16748.95
20260104,108,SKU0065,1,15538.67,0.0,15538.67,5295.44,USD,13647.38
20260104,108,SKU0070,2,22207.95,0.0,22207.95,4142.28,USD,19504.91
20260104,120,SKU0046,2,10494.55,0.0,10494.55,1875.05,USD,9217.21
20260104,124,SKU0041,2,11953.42,0.0,11953.42,2051.59,USD,10498.51
20260104,124,SKU0049,2,12068.76,0.0,12068.76,2190.06,USD,10599.81
20260104,124,SKU0054,6,36524.21,0.0,36524.21,2335.42,USD,32078.67
20260104,124,SKU0064,1,14187.48,0.0,14187.48,4974.66,USD,12460.65
20260104,126,SKU0041,1,6047.34,0.0,6047.34,2104.7,USD,5311.29
20260104,126,SKU0059,2,18771.25,632.22,18139.03,3655.67,USD,15931.24
20260104,126,SKU0081,1,20839.48,0.0,20839.48,6422.22,USD,18303.0
20260104,151,SKU0038,5,40963.01,0.0,40963.01,3528.73,USD,35977.2
20260104,151,SKU0066,5,97237.63,0.0,97237.63,7092.2,USD,85402.35
20260104,151,SKU0081,3,55582.1,0.0,55582.1,6427.22,USD,48816.92
20260104,163,SKU0028,1,2558859.21,0.0,2558859.21,5818.99,JPY,14669.94
20260104,163,SKU0065,2,4477068.98,0.0,4477068.98,5352.59,JPY,25667.04
20260104,163,SKU0076,2,1999579.37,0.0,1999579.37,2736.27,JPY,11463.59
20260104,167,SKU0067,2,6228964.78,0.0,6228964.78,6586.34,JPY,35710.66
20260104,167,SKU0078,1,1599662.83,40932.57,1558730.26,4283.74,JPY,8936.2
20260104,168,SKU0030,5,12794296.04,0.0,12794296.04,5747.12,JPY,73349.7
20260104,168,SKU0087,1,2967120.58,0.0,2967120.58,5613.4,JPY,17010.5
20260104,168,SKU0098,2,7522860.17,0.0,7522860.17,7775.5,JPY,43128.56
20260104,217,SKU0024,4,95492.12,0.0,95492.12,6775.44,USD,83869.3
20260104,217,SKU0076,1,6704.21,0.0,6704.21,2759.53,USD,5888.21
20260104,218,SKU0058,2,17921.74,0.0,17921.74,3513.93,USD,15740.4
20260104,218,SKU0071,3,21118.27,0.0,21118.27,2537.43,USD,18547.86
20260104,218,SKU0088,3,59689.16,1614.0,58075.16,5857.74,USD,51006.54
20260105,2,SKU0082,1,16516.76,0.0,16516.76,5158.96,CHF,16506.39
20260105,6,SKU0050,3,15276.05,0.0,15276.05,2265.31,CHF,15266.46
20260105,6,SKU0054,2,10693.2,0.0,10693.2,2333.59,CHF,10686.48
20260105,6,SKU0070,2,19505.48,0.0,19505.48,4124.51,CHF,19493.23
20260105,35,SKU0019,1,13506.1,0.0,13506.1,5128.92,GBP,15141.78
20260105,35,SKU0029,1,19066.92,550.66,18516.26,7278.99,GBP,20758.71
20260105,58,SKU0053,2,17188.41,0.0,17188.41,3606.16,EUR,16521.05
20260105,58,SKU0082,3,52268.75,0.0,52268.75,5195.04,EUR,50239.36
20260105,89,SKU0009,1,17496.7,0.0,17496.7,5434.16,USD,15404.57
20260105,89,SKU0035,5,29812.98,0.0,29812.98,2125.8,USD,26248.15
20260105,95,SKU0031,3,45129.36,0.0,45129.36,4412.97,USD,39733.11
20260105,98,SKU0050,6,33879.12,0.0,33879.12,2257.56,USD,29828.09
20260105,98,SKU0052,1,9034.42,0.0,9034.42,3713.04,USD,7954.15
20260105,104,SKU0070,5,52419.54,0.0,52419.54,4109.04,EUR,50384.3
20260105,106,SKU0079,2,51387.82,2291.22,49096.6,7220.55,EUR,47190.38
20260105,106,SKU0101,2,48523.16,0.0,48523.16,8324.34,EUR,46639.2
20260105,117,SKU0003,2,25263.45,727.5,24535.95,4200.2,USD,21602.11
20260105,117,SKU0031,1,15477.49,0.0,15477.49,4379.18,USD,13626.8
20260105,117,SKU0088,2,41277.86,0.0,41277.86,5734.91,USD,36342.14
20260105,134,SKU0044,2,17149.3,0.0,17149.3,3092.75,USD,15098.71
20260105,134,SKU0072,5,40755.77,0.0,40755.77,2778.51,USD,35882.48
20260105,149,SKU0005,2,31618.66,0.0,31618.66,6477.03,USD,27837.92
20260105,149,SKU0038,5,41048.18,0.0,41048.18,3561.09,USD,36139.93
20260105,149,SKU0091,2,33833.1,0.0,33833.1,5372.07,USD,29787.57
20260105,149,SKU0095,5,117680.25,0.0,117680.25,7737.12,USD,103608.87
20260105,162,SKU0064,5,10235339.21,0.0,10235339.21,4993.38,JPY,58566.61
20260105,162,SKU0074,3,4806475.19,0.0,4806475.19,4102.15,JPY,27502.65
20260105,165,SKU0091,2,5415494.63,0.0,5415494.63,5361.45,JPY,30987.46
20260105,188,SKU0025,2,336832.4,0.0,336832.4,7710.06,CNY,40686.32
20260105,188,SKU0043,3,171648.68,0.0,171648.68,3223.62,CNY,20733.62
20260105,189,SKU0030,2,34651.75,0.0,34651.75,5661.94,USD,30508.34
20260105,189,SKU0065,3,45470.92,0.0,45470.92,5293.08,USD,40033.83
20260105,191,SKU0021,2,51298.86,0.0,51298.86,6842.92,USD,45164.9
20260105,191,SKU0046,5,25591.91,0.0,25591.91,1879.89,USD,22531.81
20260105,191,SKU0090,1,18305.42,0.0,18305.42,5468.1,USD,16116.59
20260105,191,SKU0096,2,36610.85,0.0,36610.85,5762.63,USD,32233.18
20260105,193,SKU0084,5,100450.91,0.0,100450.91,5719.8,USD,88439.69
20260105,193,SKU0101,3,76405.2,0.0,76405.2,8407.04,USD,67269.2
20260105,198,SKU0007,1,11226.66,0.0,11226.66,3765.93,USD,9884.25
20260105,200,SKU0016,4,76281.53,0.0,76281.53,5478.92,USD,67160.32
20260105,200,SKU0047,3,23859.89,0.0,23859.89,3331.68,USD,21006.89
20260105,200,SKU0091,1,17777.65,0.0,17777.65,5416.19,USD,15651.92
20260105,200,SKU0101,1,24734.1,0.0,24734.1,8294.02,USD,21776.57
20260105,203,SKU0015,5,95351.92,0.0,95351.92,5204.29,USD,83950.4
20260105,203,SKU0084,3,58532.86,0.0,58532.86,5656.62,USD,51533.91
20260105,205,SKU0065,2,28565.95,0.0,28565.95,5187.63,USD,25150.23
20260105,205,SKU0078,3,30619.96,0.0,30619.96,4201.41,USD,26958.64
20260105,214,SKU0014,2,33891.37,0.0,33891.37,4741.34,USD,29838.88
20260105,214,SKU0036,5,44081.29,0.0,44081.29,3511.67,USD,38810.36
20260105,214,SKU0095,3,75825.5,0.0,75825.5,7691.47,USD,66758.82
20260105,220,SKU0064,5,70139.87,0.0,70139.87,4943.67,USD,61753.04
20260105,224,SKU0045,1,7916.01,0.0,7916.01,3017.63,USD,6969.47
20260105,224,SKU0047,3,23748.04,0.0,23748.04,3333.6,USD,20908.42
20260105,224,SKU0083,1,16886.52,0.0,16886.52,4903.13,USD,14867.35
20260105,224,SKU0100,2,35388.64,0.0,35388.64,6006.4,USD,31157.11
20260106,3,SKU0018,3,46057.29,0.0,46057.29,5451.0,CHF,45954.77
20260106,3,SKU0018,2,30704.87,0.0,30704.87,5491.16,CHF,30636.52
20260106,3,SKU0030,5,77888.87,0.0,77888.87,5729.75,CHF,77715.49
20260106,3,SKU0072,2,13998.96,0.0,13998.96,2741.42,CHF,13967.8
20260106,7,SKU0068,1,6999.48,0.0,6999.48,3012.55,CHF,6983.9
20260106,18,SKU0025,1,21815.42,886.73,20928.69,7662.14,EUR,20074.44
20260106,18,SKU0054,2,10747.44,0.0,10747.44,2344.56,EUR,10308.76
20260106,18,SKU0064,2,25048.42,0.0,25048.42,4861.62,EUR,24026.02
20260106,21,SKU0054,2,10747.44,0.0,10747.44,2306.95,EUR,10308.76
20260106,30,SKU0025,2,43630.85,0.0,43630.85,7539.81,EUR,41849.97
20260106,30,SKU0101,2,46097.58,0.0,46097.58,8353.68,EUR,44216.02
20260106,33,SKU0038,2,14062.89,0.0,14062.89,3530.85,GBP,15757.55
20260106,33,SKU0081,2,31802.88,0.0,31802.88,6369.12,GBP,35635.32
20260106,40,SKU0087,1,15901.44,831.68,15069.76,5788.19,GBP,16885.76
20260106,43,SKU0030,1,13713.48,0.0,13713.48,5675.57,GBP,15366.04
20260106,43,SKU0045,2,12963.89,0.0,12963.89,3020.77,GBP,14526.12
20260106,43,SKU0080,1,21348.4,0.0,21348.4,7862.44,GBP,23921.01
20260106,43,SKU0097,1,20158.31,0.0,20158.31,7642.68,GBP,22587.51
20260106,48,SKU0043,5,38881.24,0.0,38881.24,3304.34,EUR,37294.22
20260106,56,SKU0066,3,60072.17,1709.43,58362.74,7064.08,EUR,55980.55
20260106,70,SKU0025,1,22285.29,0.0,22285.29,7763.05,EUR,21375.67
20260106,71,SKU0013,1,15785.85,0.0,15785.85,5515.92,EUR,15141.52
20260106,71,SKU0092,5,117726.12,0.0,117726.12,7768.94,EUR,112920.89
20260106,71,SKU0096,2,33846.29,0.0,33846.29,5800.65,EUR,32464.79
20260106,78,SKU0088,2,37370.02,0.0,37370.02,5741.44,EUR,35844.69
20260106,92,SKU0030,1,17653.52,0.0,17653.52,5595.22,USD,15520.07
20260106,108,SKU0043,1,8381.42,0.0,8381.42,3254.02,USD,7368.52
20260106,108,SKU0060,3,42490.33,0.0,42490.33,4340.1,USD,37355.33
20260106,110,SKU0019,1,17475.59,0.0,17475.59,5125.58,USD,15363.65
20260106,110,SKU0027,2,35464.19,0.0,35464.19,4882.93,USD,31178.31
20260106,116,SKU0045,4,33525.68,0.0,33525.68,3049.92,USD,29474.07
20260106,117,SKU0027,1,17732.09,0.0,17732.09,4858.87,USD,15589.15
20260106,117,SKU0039,3,27275.85,0.0,27275.85,3265.23,USD,23979.54
20260106,117,SKU0047,5,41907.1,0.0,41907.1,3316.13,USD,36842.59
20260106,117,SKU0054,5,30385.28,0.0,30385.28,2334.27,USD,26713.19
20260106,124,SKU0018,1,17475.59,0.0,17475.59,5547.79,USD,15363.65
20260106,124,SKU0032,1,16190.18,0.0,16190.18,5073.64,USD,14233.58
20260106,124,SKU0096,2,37469.24,0.0,37469.24,5884.98,USD,32941.04
20260106,131,SKU0069,3,33648.47,0.0,33648.47,3795.73,USD,29582.02
20260106,140,SKU0009,1,17844.6,0.0,17844.6,5578.48,USD,15688.06
20260106,140,SKU0067,5,109984.13,0.0,109984.13,6593.46,USD,96692.44
20260106,140,SKU0075,2,22596.05,0.0,22596.05,4270.69,USD,19865.29
20260106,140,SKU0099,2,53132.12,0.0,53132.12,8421.88,USD,46711.05
20260106,143,SKU0020,2,31440.57,0.0,31440.57,4806.66,USD,27640.95
20260106,143,SKU0031,5,69352.33,2976.29,66376.04,4428.22,USD,58354.43
20260106,143,SKU0070,1,9971.74,0.0,9971.74,4104.5,USD,8766.65
20260106,148,SKU0022,6,87383.93,0.0,87383.93,4754.28,USD,76823.49
20260106,159,SKU0014,1,2516617.12,0.0,2516617.12,4767.56,JPY,14392.53
20260106,178,SKU0046,2,71485.0,0.0,71485.0,1869.81,CNY,8667.56
20260106,178,SKU0048,1,57188.0,0.0,57188.0,3018.84,CNY,6934.05
20260106,181,SKU0009,6,716778.75,0.0,716778.75,5524.88,CNY,86909.42
20260106,181,SKU0025,2,336666.24,15423.04,321243.2,7495.48,CNY,38950.74
20260106,181,SKU0083,1,121993.96,0.0,121993.96,4953.98,CNY,14791.77
20260106,210,SKU0025,2,45260.07,0.0,45260.07,7635.14,USD,39790.35
20260106,210,SKU0040,5,41699.41,0.0,41699.41,3205.75,USD,36659.99
20260106,221,SKU0018,1,16881.89,0.0,16881.89,5567.22,USD,14841.7
20260106,221,SKU0034,4,21957.66,0.0,21957.66,1955.84,USD,19304.05
20260106,221,SKU0041,2,11527.76,0.0,11527.76,2061.11,USD,10134.62
20260107,10,SKU0059,2,16301.31,0.0,16301.31,3766.73,CHF,16279.82
20260107,11,SKU0016,1,17688.77,0.0,17688.77,5493.71,CHF,17665.46
20260107,11,SKU0053,2,16301.31,905.49,15395.82,3603.0,CHF,15375.53
20260107,11,SKU0077,5,48784.28,0.0,48784.28,4167.1,CHF,48719.98
20260107,11,SKU0086,1,24296.61,0.0,24296.61,8111.28,CHF,24264.59
20260107,15,SKU0042,2,10604.6,0.0,10604.6,2078.53,CHF,10590.62
20260107,23,SKU0017,1,16213.74,0.0,16213.74,4796.78,EUR,15492.93
20260107,23,SKU0041,3,15816.46,0.0,15816.46,2046.73,EUR,15113.31
20260107,23,SKU0045,2,14811.86,438.48,14373.38,3017.14,EUR,13734.38
