date_id,store_id,sku_id,units,gross_revenue_lc,discount_lc,net_revenue_lc,actual_unit_cost_chf,currency_code,net_revenue_chf
20260102,45,SKU0063,1,230099.6,0.0,230099.6,6331.98,CNY,27856.78
20260102,46,SKU0044,3,268074.3,0.0,268074.3,3116.57,CNY,32454.15
20260102,46,SKU0052,2,197456.42,0.0,197456.42,3726.92,CNY,23904.86
20260102,46,SKU0067,1,230099.6,0.0,230099.6,6631.89,CNY,27856.78
20260102,52,SKU0098,1,38399.98,0.0,38399.98,7864.03,USD,33734.61
20260102,53,SKU0017,1,27032.45,0.0,27032.45,4794.91,USD,23748.17
20260102,53,SKU0029,2,72690.31,0.0,72690.31,7326.41,USD,63858.87
20260103,5,SKU0078,2,28065.37,0.0,28065.37,4328.7,CHF,28163.54
20260103,5,SKU0095,1,32996.29,0.0,32996.29,7904.3,CHF,33111.71
20260103,22,SKU0060,1,19274.62,0.0,19274.62,4370.0,EUR,18380.05
20260103,23,SKU0006,1,23826.68,0.0,23826.68,6065.56,EUR,22720.84
20260103,23,SKU0021,1,35723.96,0.0,35723.96,6878.84,EUR,34065.94
20260103,24,SKU0019,1,23782.02,0.0,23782.02,4961.5,EUR,22678.25
20260103,25,SKU0009,1,25807.91,0.0,25807.91,5547.66,USD,22673.67
20260103,25,SKU0077,2,32679.73,0.0,32679.73,4061.73,USD,28710.94
20260103,25,SKU0087,1,30307.85,0.0,30307.85,5744.14,USD,26627.11
20260103,27,SKU0093,1,38421.38,0.0,38421.38,7383.2,USD,33755.3
20260103,32,SKU0050,1,8531.23,0.0,8531.23,2204.31,USD,7495.15
20260103,35,SKU0077,1,16339.86,0.0,16339.86,4119.94,USD,14355.47
20260103,35,SKU0096,1,27615.38,0.0,27615.38,5918.2,USD,24261.63
20260103,36,SKU0101,1,38421.38,0.0,38421.38,8310.57,USD,33755.3
20260103,41,SKU0068,1,1786925.57,0.0,1786925.57,3041.15,JPY,10230.15
20260103,49,SKU0037,2,17589.85,0.0,17589.85,2284.42,USD,15453.65
20260103,49,SKU0049,1,8879.79,0.0,8879.79,2196.44,USD,7801.38
20260103,53,SKU0063,1,31813.09,0.0,31813.09,6370.48,USD,27949.55
20260103,54,SKU0056,1,8531.23,0.0,8531.23,2040.61,USD,7495.15
20260104,1,SKU0020,2,44222.45,0.0,44222.45,4868.24,CHF,44365.42
20260104,1,SKU0046,3,19883.82,0.0,19883.82,1863.16,CHF,19948.1
20260104,15,SKU0068,1,9271.43,0.0,9271.43,3008.75,GBP,10362.07
20260104,15,SKU0093,1,30331.43,0.0,30331.43,7429.35,GBP,33899.47
20260104,15,SKU0100,2,43601.45,0.0,43601.45,6014.98,GBP,48730.51
20260104,16,SKU0040,1,10579.94,0.0,10579.94,3283.95,GBP,11824.51
20260104,16,SKU0054,2,14143.25,0.0,14143.25,2310.05,GBP,15806.99
20260104,24,SKU0046,1,7101.94,0.0,7101.94,1907.43,EUR,6806.94
20260104,24,SKU0070,2,30057.41,0.0,30057.41,4055.61,EUR,28808.89
20260104,32,SKU0063,1,31933.54,0.0,31933.54,6443.02,USD,28046.75
20260104,32,SKU0068,1,11788.76,0.0,11788.76,2956.53,USD,10353.89
20260104,36,SKU0087,1,30422.61,0.0,30422.61,5737.05,USD,26719.72
20260104,37,SKU0041,1,8828.23,0.0,8828.23,2114.37,USD,7753.7
20260104,37,SKU0083,2,52908.88,0.0,52908.88,4886.87,USD,46469.08
20260104,40,SKU0027,2,7922164.74,0.0,7922164.74,4938.3,JPY,45417.77
20260104,40,SKU0082,1,4193667.61,0.0,4193667.61,5155.64,JPY,24042.3
20260104,40,SKU0101,1,5822647.2,0.0,5822647.2,8402.36,JPY,33381.24
20260104,46,SKU0009,1,186148.35,0.0,186148.35,5422.88,CNY,22416.54
20260104,49,SKU0044,1,12401.24,0.0,12401.24,3017.11,USD,10891.82
20260104,50,SKU0002,1,17000.56,0.0,17000.56,3747.87,USD,14931.34
20260104,50,SKU0054,2,17983.36,0.0,17983.36,2306.88,USD,15794.52
20260104,50,SKU0083,1,26454.44,0.0,26454.44,4823.23,USD,23234.54
20260104,54,SKU0057,3,29544.15,0.0,29544.15,2601.79,USD,25948.18
20260105,5,SKU0056,1,7326.64,0.0,7326.64,2030.68,CHF,7322.04
20260105,5,SKU0083,1,22633.45,0.0,22633.45,4997.01,CHF,22619.24
20260105,9,SKU0069,2,30169.52,0.0,30169.52,3828.39,EUR,28998.16
20260105,10,SKU0074,1,15084.76,0.0,15084.76,4104.19,EUR,14499.08
20260105,10,SKU0077,1,15084.76,0.0,15084.76,4059.06,EUR,14499.08
20260105,11,SKU0004,1,15635.52,0.0,15635.52,3913.84,EUR,15028.46
20260105,11,SKU0043,1,11405.49,0.0,11405.49,3299.83,EUR,10962.66
20260105,18,SKU0059,2,25202.94,0.0,25202.94,3772.19,EUR,24224.41
20260105,26,SKU0028,3,78873.47,0.0,78873.47,5777.27,USD,69442.33
20260105,27,SKU0029,1,36579.0,0.0,36579.0,7198.12,USD,32205.14
20260105,27,SKU0096,1,27777.58,0.0,27777.58,5768.89,USD,24456.13
20260105,28,SKU0020,1,25910.83,0.0,25910.83,4910.54,USD,22812.59
20260105,28,SKU0027,1,26291.15,0.0,26291.15,4846.83,USD,23147.44
20260105,37,SKU0057,1,9868.53,0.0,9868.53,2662.08,USD,8688.52
20260105,43,SKU0062,2,9657403.02,0.0,9657403.02,7131.11,JPY,55259.66
20260105,43,SKU0080,2,12352037.23,0.0,12352037.23,7937.47,JPY,70678.36
20260105,44,SKU0091,2,397800.61,0.0,397800.61,5426.78,CNY,48050.73
20260105,47,SKU0019,2,371067.13,0.0,371067.13,4995.94,CNY,44821.57
20260105,47,SKU0049,1,63956.83,0.0,63956.83,2182.01,CNY,7725.41
20260105,47,SKU0063,1,229134.34,0.0,229134.34,6506.57,CNY,27677.37
20260105,48,SKU0055,1,9010.37,0.0,9010.37,2171.87,USD,7932.97
20260105,48,SKU0057,2,19737.05,0.0,19737.05,2567.39,USD,17377.03
20260105,48,SKU0097,1,38647.04,0.0,38647.04,7668.44,USD,34025.9
20260105,49,SKU0032,1,24004.97,0.0,24004.97,5183.57,USD,21134.62
20260105,51,SKU0063,1,31999.94,0.0,31999.94,6323.77,USD,28173.61
20260105,53,SKU0025,1,36579.0,0.0,36579.0,7761.83,USD,32205.14
20260105,56,SKU0080,2,81857.29,0.0,81857.29,8080.53,USD,72069.37
20260106,1,SKU0032,1,20465.02,0.0,20465.02,5122.33,CHF,20419.46
20260106,1,SKU0042,1,7614.78,0.0,7614.78,2116.03,CHF,7597.83
20260106,1,SKU0081,1,25990.18,0.0,25990.18,6385.4,CHF,25932.33
20260106,2,SKU0005,1,22131.3,0.0,22131.3,6363.61,CHF,22082.04
20260106,3,SKU0063,2,54561.97,0.0,54561.97,6487.41,CHF,54440.52
20260106,6,SKU0091,1,23681.29,0.0,23681.29,5407.75,CHF,23628.58
20260106,7,SKU0024,1,33562.2,0.0,33562.2,6848.97,EUR,32192.29
20260106,7,SKU0071,1,9896.46,0.0,9896.46,2517.62,EUR,9492.52
20260106,7,SKU0088,1,27971.58,0.0,27971.58,5744.12,EUR,26829.86
20260106,9,SKU0007,1,15630.9,0.0,15630.9,3805.95,EUR,14992.89
20260106,9,SKU0075,1,15080.31,0.0,15080.31,4299.35,EUR,14464.78
20260106,14,SKU0003,1,14679.07,0.0,14679.07,4260.96,GBP,16447.99
20260106,14,SKU0080,1,32199.7,0.0,32199.7,8006.26,GBP,36079.96
20260106,15,SKU0099,1,30404.7,0.0,30404.7,8426.86,GBP,34068.65
20260106,21,SKU0093,3,106379.04,0.0,106379.04,7552.11,EUR,102036.97
20260106,21,SKU0099,1,35459.67,0.0,35459.67,8167.95,EUR,34012.31
20260106,25,SKU0080,1,40774.55,0.0,40774.55,8114.48,USD,35846.9
20260106,27,SKU0028,1,26192.17,0.0,26192.17,5848.28,USD,23026.82
20260106,27,SKU0097,1,38501.53,0.0,38501.53,7420.34,USD,33848.58
20260106,30,SKU0076,1,10233.73,0.0,10233.73,2767.61,USD,8996.97
20260106,30,SKU0100,1,27672.99,0.0,27672.99,6125.54,USD,24328.68
20260106,37,SKU0017,1,27103.94,0.0,27103.94,4674.43,USD,23828.4
20260106,37,SKU0062,2,63758.91,0.0,63758.91,7152.32,USD,56053.58
20260106,37,SKU0067,1,31879.46,0.0,31879.46,6786.32,USD,28026.8
20260106,39,SKU0019,2,51626.55,0.0,51626.55,5148.24,USD,45387.43
20260106,46,SKU0029,1,261793.35,0.0,261793.35,7358.24,CNY,31742.44
20260106,48,SKU0031,1,22775.8,0.0,22775.8,4388.55,USD,20023.32
20260106,48,SKU0073,1,11768.79,0.0,11768.79,2579.6,USD,10346.52
20260106,50,SKU0031,1,22775.8,0.0,22775.8,4418.62,USD,20023.32
20260106,50,SKU0070,1,16373.96,0.0,16373.96,4043.39,USD,14395.15
20260106,52,SKU0015,2,59370.56,0.0,59370.56,5165.25,USD,52195.57
20260106,52,SKU0025,1,36441.28,0.0,36441.28,7529.58,USD,32037.31
20260106,54,SKU0029,1,36441.28,0.0,36441.28,7089.92,USD,32037.31
20260106,54,SKU0058,2,27356.87,0.0,27356.87,3585.2,USD,24050.76
20260106,54,SKU0097,1,38501.53,0.0,38501.53,7687.58,USD,33848.58
20260107,2,SKU0017,1,23238.29,0.0,23238.29,4727.1,CHF,23207.66
20260107,8,SKU0040,1,12359.64,0.0,12359.64,3302.94,EUR,11810.17
20260107,8,SKU0045,1,11393.74,0.0,11393.74,3030.36,EUR,10887.21
20260107,10,SKU0009,1,23801.0,0.0,23801.0,5498.59,EUR,22742.88
20260107,10,SKU0011,1,23801.0,0.0,23801.0,5911.76,EUR,22742.88
20260107,13,SKU0028,1,20712.26,0.0,20712.26,5845.39,GBP,23203.24
20260107,17,SKU0018,1,20412.65,0.0,20412.65,5384.09,GBP,22867.6
20260107,17,SKU0035,1,6969.36,0.0,6969.36,2134.8,GBP,7807.54
20260107,17,SKU0078,1,12948.21,0.0,12948.21,4216.0,GBP,14505.44
20260107,24,SKU0011,1,23801.0,0.0,23801.0,5968.56,EUR,22742.88
20260107,24,SKU0068,1,10831.01,0.0,10831.01,2989.46,EUR,10349.5
20260107,24,SKU0092,1,35433.61,0.0,35433.61,7600.46,EUR,33858.34
20260107,25,SKU0085,1,26469.83,0.0,26469.83,4948.46,USD,23315.61
20260107,31,SKU0040,1,13460.37,0.0,13460.37,3277.4,USD,11856.39
20260107,31,SKU0064,1,20968.58,0.0,20968.58,4838.56,USD,18469.9
20260107,32,SKU0044,1,12408.45,0.0,12408.45,3028.74,USD,10929.82
20260107,32,SKU0062,1,31952.11,0.0,31952.11,7162.15,USD,28144.6
20260107,33,SKU0048,1,12408.45,0.0,12408.45,3020.47,USD,10929.82
20260107,33,SKU0071,1,10769.9,0.0,10769.9,2464.27,USD,9486.53
20260107,37,SKU0046,1,7755.28,0.0,7755.28,1857.97,USD,6831.14
20260107,43,SKU0062,1,4813682.22,0.0,4813682.22,7190.41,JPY,27534.26
20260107,45,SKU0017,1,193985.3,0.0,193985.3,4716.24,CNY,23533.33
20260107,45,SKU0066,1,228164.06,0.0,228164.06,6958.84,CNY,27679.72
20260107,45,SKU0078,2,234379.6,0.0,234379.6,4248.26,CNY,28433.76
20260107,46,SKU0069,1,117189.8,0.0,117189.8,3867.88,CNY,14216.88
20260107,50,SKU0096,2,55472.13,0.0,55472.13,5784.16,USD,48861.9
20260108,4,SKU0034,1,7182.39,0.0,7182.39,1978.4,CHF,7147.82
20260108,4,SKU0082,1,23728.6,0.0,23728.6,5180.88,CHF,23614.39
20260108,9,SKU0016,1,27390.31,0.0,27390.31,5450.56,EUR,26162.79
20260108,9,SKU0045,1,11423.12,0.0,11423.12,3050.66,EUR,10911.18
20260108,10,SKU0002,1,15659.68,0.0,15659.68,3693.3,EUR,14957.88
20260108,13,SKU0017,2,42995.78,0.0,42995.78,4783.71,GBP,48147.49
20260108,14,SKU0047,1,9819.56,0.0,9819.56,3219.73,GBP,10996.13
20260108,14,SKU0050,1,6780.78,0.0,6780.78,2246.63,GBP,7593.25
20260108,14,SKU0073,1,9334.59,0.0,9334.59,2616.64,GBP,10453.05
20260108,19,SKU0012,1,14913.99,0.0,14913.99,3390.24,EUR,14245.6
20260108,19,SKU0052,1,12620.96,0.0,12620.96,3671.08,EUR,12055.34
20260108,21,SKU0040,1,12391.51,0.0,12391.51,3208.56,EUR,11836.17
20260108,21,SKU0070,1,15108.08,0.0,15108.08,4146.46,EUR,14431.0
20260108,22,SKU0058,1,12620.96,0.0,12620.96,3595.85,EUR,12055.34
20260108,25,SKU0020,1,25858.86,0.0,25858.86,4872.36,USD,22818.84
20260108,25,SKU0053,1,13702.58,0.0,13702.58,3694.9,USD,12091.68
20260108,36,SKU0024,1,36505.61,0.0,36505.61,6974.28,USD,32213.94
20260108,36,SKU0029,1,36505.61,0.0,36505.61,7359.36,USD,32213.94
20260108,37,SKU0100,2,55443.71,0.0,55443.71,6104.71,USD,48925.64
20260108,39,SKU0014,1,25858.86,0.0,25858.86,4663.88,USD,22818.84
20260108,39,SKU0074,2,32805.71,0.0,32805.71,4195.67,USD,28949.01
20260108,39,SKU0090,1,27721.86,0.0,27721.86,5417.84,USD,24462.82
20260108,41,SKU0039,1,2029599.08,0.0,2029599.08,3299.24,JPY,11615.4
20260108,46,SKU0044,2,177915.28,0.0,177915.28,3080.33,CNY,21590.55
20260108,51,SKU0033,2,45632.04,0.0,45632.04,4214.19,USD,40267.45
20260108,51,SKU0054,1,8992.3,0.0,8992.3,2312.98,USD,7935.15
20260108,52,SKU0007,2,34003.47,0.0,34003.47,3716.1,USD,30005.95
20260108,52,SKU0096,1,27721.86,0.0,27721.86,5778.55,USD,24462.82
20260109,4,SKU0062,1,27259.81,0.0,27259.81,6997.66,CHF,27101.65
20260109,4,SKU0087,2,51940.04,0.0,51940.04,5622.34,CHF,51638.68
20260109,6,SKU0047,1,10586.22,0.0,10586.22,3223.97,CHF,10524.8
20260109,8,SKU0059,1,12654.01,0.0,12654.01,3663.81,EUR,12108.74
20260109,10,SKU0020,1,23880.04,0.0,23880.04,4853.09,EUR,22851.03
20260109,10,SKU0055,1,8304.18,0.0,8304.18,2162.31,EUR,7946.34
20260109,10,SKU0063,3,88475.69,0.0,88475.69,6515.37,EUR,84663.18
20260109,13,SKU0028,2,41422.17,0.0,41422.17,5791.61,GBP,46471.57
20260109,13,SKU0051,1,6760.02,0.0,6760.02,2062.49,GBP,7584.07
20260109,14,SKU0060,1,16542.9,0.0,16542.9,4365.32,GBP,18559.5
20260109,14,SKU0063,1,25208.23,0.0,25208.23,6287.17,GBP,28281.14
20260109,16,SKU0006,1,20449.81,0.0,20449.81,6114.88,GBP,22942.66
20260109,16,SKU0046,1,6118.44,0.0,6118.44,1890.03,GBP,6864.28
20260109,17,SKU0034,1,6637.12,0.0,6637.12,1990.19,GBP,7446.19
20260109,17,SKU0086,1,32241.89,0.0,32241.89,8339.02,GBP,36172.21
20260109,25,SKU0077,1,16436.25,0.0,16436.25,4068.62,USD,14460.4
20260109,27,SKU0075,1,16436.25,0.0,16436.25,4401.68,USD,14460.4
20260109,27,SKU0087,1,30486.63,0.0,30486.63,5793.41,USD,26821.74
20260109,33,SKU0048,1,12427.34,0.0,12427.34,3058.07,USD,10933.41
20260109,35,SKU0062,2,64001.51,0.0,64001.51,7004.94,USD,56307.7
20260109,38,SKU0017,1,27207.06,0.0,27207.06,4659.5,USD,23936.42
20260109,38,SKU0038,1,13480.86,0.0,13480.86,3425.33,USD,11860.29
20260109,39,SKU0094,1,25362.77,0.0,25362.77,4777.13,USD,22313.84
20260109,41,SKU0053,2,4128646.65,0.0,4128646.65,3643.87,JPY,23603.47
20260109,44,SKU0014,2,372166.12,0.0,372166.12,4812.07,CNY,45193.62
20260109,44,SKU0088,1,218939.36,0.0,218939.36,5881.7,CNY,26586.68
20260109,44,SKU0096,2,398978.77,0.0,398978.77,5913.96,CNY,48449.59
20260109,56,SKU0031,2,45724.94,0.0,45724.94,4473.98,USD,40228.21
20260110,2,SKU0047,2,21161.71,0.0,21161.71,3243.65,CHF,20993.41
20260110,2,SKU0083,1,22571.18,0.0,22571.18,4975.59,CHF,22391.67
20260110,4,SKU0013,1,22061.51,0.0,22061.51,5541.34,CHF,21886.05
20260110,4,SKU0093,1,32905.61,0.0,32905.61,7495.3,CHF,32643.91
20260110,15,SKU0061,1,18045.68,0.0,18045.68,4776.96,GBP,20211.9
20260110,15,SKU0082,1,21839.16,0.0,21839.16,5080.61,GBP,24460.75
20260110,16,SKU0016,1,23378.98,0.0,23378.98,5537.43,GBP,26185.42
20260110,16,SKU0075,2,25790.98,0.0,25790.98,4381.04,GBP,28886.96
20260110,21,SKU0005,1,23883.51,0.0,23883.51,6533.27,EUR,22842.67
20260110,21,SKU0034,3,23254.66,0.0,23254.66,1949.53,EUR,22241.22
20260110,22,SKU0054,2,16579.63,0.0,16579.63,2348.35,EUR,15857.09
20260110,31,SKU0089,1,30394.04,0.0,30394.04,5784.38,USD,26719.55
20260110,33,SKU0024,1,36468.82,0.0,36468.82,6777.11,USD,32059.92
20260110,40,SKU0032,1,3601681.3,0.0,3601681.3,5055.14,JPY,20543.99
20260110,40,SKU0069,1,2466015.19,0.0,2466015.19,3893.72,JPY,14066.15
20260110,46,SKU0018,1,186798.1,0.0,186798.1,5486.34,CNY,22684.95
20260110,46,SKU0021,1,280597.16,0.0,280597.16,6813.35,CNY,34076.0
20260110,46,SKU0066,1,230696.05,0.0,230696.05,6978.25,CNY,28015.96
20260110,55,SKU0101,1,38530.64,0.0,38530.64,8467.63,USD,33872.48
20260111,6,SKU0030,1,22325.69,0.0,22325.69,5782.11,CHF,22150.77
20260111,9,SKU0059,1,12636.6,0.0,12636.6,3672.81,EUR,12084.13
20260111,9,SKU0088,1,28057.84,0.0,28057.84,5833.17,EUR,26831.15
20260111,10,SKU0045,2,22874.57,0.0,22874.57,2997.13,EUR,21874.49
20260111,12,SKU0010,1,20325.49,0.0,20325.49,5520.48,GBP,22716.6
20260111,12,SKU0084,1,23869.5,0.0,23869.5,5665.84,GBP,26677.53
20260111,12,SKU0086,1,32045.89,0.0,32045.89,8264.62,GBP,35815.8
20260111,14,SKU0027,1,20585.18,0.0,20585.18,4895.54,GBP,23006.84
20260111,14,SKU0060,2,32884.67,0.0,32884.67,4444.38,GBP,36753.26
20260111,14,SKU0066,2,50109.97,0.0,50109.97,6995.7,GBP,56004.96
20260111,19,SKU0031,3,63123.21,0.0,63123.21,4388.45,EUR,60363.46
20260111,19,SKU0098,1,35569.03,0.0,35569.03,7865.99,EUR,34013.95
20260111,23,SKU0068,1,10872.41,0.0,10872.41,3057.4,EUR,10397.07
20260111,26,SKU0016,2,59629.67,0.0,59629.67,5542.26,USD,52172.92
20260111,28,SKU0073,1,11820.15,0.0,11820.15,2636.07,USD,10342.03
20260111,28,SKU0091,1,27793.76,0.0,27793.76,5399.33,USD,24318.12
20260111,28,SKU0097,1,38669.56,0.0,38669.56,7405.38,USD,33833.89
20260111,29,SKU0071,1,10792.31,0.0,10792.31,2474.95,USD,9442.72
20260111,33,SKU0014,1,25925.93,0.0,25925.93,4742.6,USD,22683.87
20260111,33,SKU0068,1,11820.15,0.0,11820.15,3012.59,USD,10342.03
20260111,33,SKU0073,1,11820.15,0.0,11820.15,2598.55,USD,10342.03
20260111,38,SKU0043,1,12434.26,0.0,12434.26,3215.67,USD,10879.34
20260111,38,SKU0077,1,16445.41,0.0,16445.41,4184.35,USD,14388.9
20260111,38,SKU0079,2,81905.0,0.0,81905.0,7358.38,USD,71662.7
20260111,42,SKU0025,1,5467543.2,0.0,5467543.2,7762.71,JPY,31323.55
20260111,42,SKU0077,2,4913399.76,0.0,4913399.76,4038.64,JPY,28148.87
20260111,42,SKU0097,2,11553315.76,0.0,11553315.76,7651.65,JPY,66188.95
20260111,50,SKU0025,1,36600.32,0.0,36600.32,7550.14,USD,32023.41
20260111,51,SKU0015,1,29814.84,0.0,29814.84,5174.88,USD,26086.46
20260111,51,SKU0071,1,10792.31,0.0,10792.31,2525.89,USD,9442.72
20260112,2,SKU0060,1,17847.51,0.0,17847.51,4321.96,CHF,17707.21
20260112,3,SKU0036,1,11456.87,0.0,11456.87,3496.55,CHF,11366.81
20260112,3,SKU0065,1,19547.28,0.0,19547.28,5187.75,CHF,19393.62
20260112,7,SKU0053,1,12620.67,0.0,12620.67,3639.5,EUR,12054.51
20260112,10,SKU0047,1,11422.87,0.0,11422.87,3231.08,EUR,10910.44
20260112,10,SKU0075,1,15107.74,0.0,15107.74,4411.57,EUR,14430.01
20260112,13,SKU0003,1,14634.37,0.0,14634.37,4239.93,GBP,16350.09
20260112,13,SKU0052,1,10768.99,0.0,10768.99,3718.14,GBP,12031.54
20260112,13,SKU0093,1,30312.14,0.0,30312.14,7426.13,GBP,33865.9
20260112,14,SKU0060,1,16470.95,0.0,16470.95,4321.48,GBP,18401.99
20260112,15,SKU0016,1,23371.13,0.0,23371.13,5560.52,GBP,26111.14
20260112,15,SKU0055,1,7067.13,0.0,7067.13,2172.2,GBP,7895.67
20260112,17,SKU0098,1,30312.14,0.0,30312.14,7741.01,GBP,33865.9
20260112,21,SKU0013,1,23817.13,0.0,23817.13,5427.23,EUR,22748.69
20260112,21,SKU0082,1,25585.73,0.0,25585.73,5054.45,EUR,24437.95
20260112,24,SKU0073,1,10858.7,0.0,10858.7,2630.71,EUR,10371.58
20260112,25,SKU0070,1,16418.18,0.0,16418.18,4099.17,USD,14352.2
20260112,35,SKU0029,1,36539.71,0.0,36539.71,7248.15,USD,31941.74
20260112,35,SKU0039,1,13466.04,0.0,13466.04,3328.45,USD,11771.54
20260112,35,SKU0079,1,40884.69,0.0,40884.69,7426.53,USD,35739.97
20260112,43,SKU0070,3,7366305.19,0.0,7366305.19,4072.56,JPY,42260.49
20260112,43,SKU0086,1,6114544.6,0.0,6114544.6,8357.55,JPY,35079.14
20260112,48,SKU0022,2,47958.38,0.0,47958.38,4818.84,USD,41923.54
20260112,48,SKU0065,1,22975.26,0.0,22975.26,5266.8,USD,20084.17
20260112,53,SKU0075,1,16418.18,0.0,16418.18,4356.05,USD,14352.2
20260113,2,SKU0010,1,22140.3,0.0,22140.3,5405.38,CHF,21919.83
20260113,7,SKU0062,2,58717.36,0.0,58717.36,7196.14,EUR,55967.45
20260113,14,SKU0020,1,20246.36,0.0,20246.36,4788.15,GBP,22622.31
20260113,14,SKU0038,1,10533.48,0.0,10533.48,3516.33,GBP,11769.6
20260113,14,SKU0069,1,12842.72,0.0,12842.72,3812.13,GBP,14349.84
20260113,15,SKU0078,1,12842.72,0.0,12842.72,4275.47,GBP,14349.84
20260113,18,SKU0009,1,23816.81,0.0,23816.81,5557.18,EUR,22701.4
20260113,23,SKU0011,1,23816.81,0.0,23816.81,5908.55,EUR,22701.4
20260113,23,SKU0027,1,24121.09,0.0,24121.09,4803.81,EUR,22991.43
20260113,23,SKU0067,2,58717.36,0.0,58717.36,6702.7,EUR,55967.45
20260113,29,SKU0034,1,8393.25,0.0,8393.25,2004.86,USD,7333.54
20260113,29,SKU0057,1,9830.96,0.0,9830.96,2567.86,USD,8589.72
20260113,29,SKU0071,1,10744.96,0.0,10744.96,2447.67,USD,9388.32
20260113,31,SKU0004,1,16971.06,0.0,16971.06,3959.92,USD,14828.33
20260113,33,SKU0056,1,8548.67,0.0,8548.67,2058.27,USD,7469.33
20260113,38,SKU0089,1,30369.8,0.0,30369.8,5823.74,USD,26535.37
20260113,41,SKU0040,1,2012198.53,0.0,2012198.53,3194.66,JPY,11535.93
20260113,41,SKU0041,1,1320504.01,0.0,1320504.01,2076.15,JPY,7570.45
20260113,42,SKU0009,3,11624696.6,0.0,11624696.6,5547.39,JPY,66644.39
20260113,42,SKU0080,1,6109302.37,0.0,6109302.37,8114.01,JPY,35024.63
20260113,43,SKU0046,1,1159341.68,0.0,1159341.68,1912.8,JPY,6646.51
20260113,43,SKU0054,1,1344953.12,0.0,1344953.12,2366.22,JPY,7710.62
20260113,43,SKU0087,1,4550537.53,0.0,4550537.53,5769.07,JPY,26088.23
20260113,45,SKU0072,3,257377.03,0.0,257377.03,2783.74,CNY,30974.81
