year,month,channel_id,collection,geo_id,budgeted_units,budgeted_price_chf,budgeted_unit_cost_chf,budgeted_revenue_chf,new_store_uplift_flag
2026,03,2,Lumina,19,1.431623197,22963.84669,5596.90953,32875.5756,FALSE
2026,04,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,04,2,Lumina,19,1.693136483,22963.84669,5596.90953,38880.92662,FALSE
2026,05,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,05,2,Lumina,19,2.026041328,22963.84669,5596.90953,46525.70244,FALSE
2026,06,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,06,2,Lumina,19,2.020702019,22963.84669,5596.90953,46403.09137,FALSE
2026,07,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,07,2,Lumina,19,2.072310351,22963.84669,5596.90953,47588.21719,FALSE
2026,08,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,08,2,Lumina,19,2.739219126,22963.84669,5596.90953,62903.00804,FALSE
2026,09,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,09,2,Lumina,19,0.272897937,22963.84669,5596.90953,6266.786384,FALSE
2026,10,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,10,2,Lumina,19,1.946964382,22963.84669,5596.90953,44709.79156,FALSE
2026,11,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,11,2,Lumina,19,1.789618024,22963.84669,5596.90953,41096.51394,FALSE
2026,12,1,Lumina,19,0,22963.84669,5596.90953,0,FALSE
2026,12,2,Lumina,19,1.704521134,22963.84669,5596.90953,39142.36198,FALSE
2026,01,1,Atelier,18,4.87161704,29113.62984,6636.059302,141830.4552,TRUE
2026,01,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,02,1,Atelier,18,4.944793283,29113.62984,6636.059302,143960.8813,TRUE
2026,02,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,03,1,Atelier,18,5.017969527,29113.62984,6636.059302,146091.3074,TRUE
2026,03,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,04,1,Atelier,18,5.09114577,29113.62984,6636.059302,148221.7334,TRUE
2026,04,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,05,1,Atelier,18,5.164322014,29113.62984,6636.059302,150352.1595,TRUE
2026,05,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,06,1,Atelier,18,5.237498257,29113.62984,6636.059302,152482.5856,TRUE
2026,06,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,07,1,Atelier,18,5.3106745,29113.62984,6636.059302,154613.0116,TRUE
2026,07,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,08,1,Atelier,18,5.383850744,29113.62984,6636.059302,156743.4377,TRUE
2026,08,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,09,1,Atelier,18,5.457026987,29113.62984,6636.059302,158873.8638,TRUE
2026,09,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,10,1,Atelier,18,5.530203231,29113.62984,6636.059302,161004.2898,TRUE
2026,10,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,11,1,Atelier,18,5.603379474,29113.62984,6636.059302,163134.7159,TRUE
2026,11,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,12,1,Atelier,18,5.676555718,29113.62984,6636.059302,165265.1419,TRUE
2026,12,2,Atelier,18,0,29113.62984,6636.059302,0,TRUE
2026,01,1,Aventus,28,0.961775368,9626.595745,2722.783688,9258.622664,FALSE
2026,01,2,Aventus,28,1.23656833,9626.595745,2722.783688,11903.94342,FALSE
2026,02,1,Aventus,28,1.565715153,9626.595745,2722.783688,15072.50683,FALSE
2026,02,2,Aventus,28,2.01306234,9626.595745,2722.783688,19378.93736,FALSE
2026,03,1,Aventus,28,1.31965932,9626.595745,2722.783688,12703.82679,FALSE
2026,03,2,Aventus,28,1.696704839,9626.595745,2722.783688,16333.49159,FALSE
2026,04,1,Aventus,28,0.818346391,9626.595745,2722.783688,7877.889882,FALSE
2026,04,2,Aventus,28,1.052159645,9626.595745,2722.783688,10128.71556,FALSE
2026,05,1,Aventus,28,1.274800129,9626.595745,2722.783688,12271.9855,FALSE
2026,05,2,Aventus,28,1.639028737,9626.595745,2722.783688,15778.26707,FALSE
2026,06,1,Aventus,28,1.077665551,9626.595745,2722.783688,10374.25061,FALSE
2026,06,2,Aventus,28,1.385569994,9626.595745,2722.783688,13338.32221,FALSE
2026,07,1,Aventus,28,1.681605337,9626.595745,2722.783688,16188.13478,FALSE
2026,07,2,Aventus,28,2.162064004,9626.595745,2722.783688,20813.31614,FALSE
2026,08,1,Aventus,28,1.435549503,9626.595745,2722.783688,13819.45473,FALSE
2026,08,2,Aventus,28,1.845706504,9626.595745,2722.783688,17767.87037,FALSE
2026,09,1,Aventus,28,0.934236574,9626.595745,2722.783688,8993.517827,FALSE
2026,09,2,Aventus,28,1.201161309,9626.595745,2722.783688,11563.09435,FALSE
2026,10,1,Aventus,28,1.390690312,9626.595745,2722.783688,13387.61344,FALSE
2026,10,2,Aventus,28,1.788030401,9626.595745,2722.783688,17212.64585,FALSE
2026,11,1,Aventus,28,1.193555734,9626.595745,2722.783688,11489.87855,FALSE
2026,11,2,Aventus,28,1.534571658,9626.595745,2722.783688,14772.701,FALSE
2026,12,1,Aventus,28,1.79749552,9626.595745,2722.783688,17303.76272,FALSE
2026,12,2,Aventus,28,2.311065668,9626.595745,2722.783688,22247.69493,FALSE
2026,01,1,Atelier,16,1.878275738,29113.62984,6636.059302,54683.42457,FALSE
2026,01,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,02,1,Atelier,16,2.142217769,29113.62984,6636.059302,62367.73517,FALSE
2026,02,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,03,1,Atelier,16,2.617883462,29113.62984,6636.059302,76216.09007,FALSE
2026,03,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,04,1,Atelier,16,1.813585551,29113.62984,6636.059302,52800.05841,FALSE
2026,04,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,05,1,Atelier,16,2.077527582,29113.62984,6636.059302,60484.36901,FALSE
2026,05,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,06,1,Atelier,16,2.553193275,29113.62984,6636.059302,74332.72391,FALSE
2026,06,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,07,1,Atelier,16,1.748895364,29113.62984,6636.059302,50916.69225,FALSE
2026,07,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,08,1,Atelier,16,2.012837395,29113.62984,6636.059302,58601.00285,FALSE
2026,08,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,09,1,Atelier,16,2.488503088,29113.62984,6636.059302,72449.35775,FALSE
2026,09,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,10,1,Atelier,16,1.684205177,29113.62984,6636.059302,49033.32609,FALSE
2026,10,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,11,1,Atelier,16,1.948147208,29113.62984,6636.059302,56717.63669,FALSE
2026,11,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,12,1,Atelier,16,2.4238129,29113.62984,6636.059302,70565.99159,FALSE
2026,12,2,Atelier,16,0,29113.62984,6636.059302,0,FALSE
2026,01,1,Atelier,20,3.093583094,29113.62984,6636.059302,90065.43309,FALSE
2026,01,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,02,1,Atelier,20,3.169244754,29113.62984,6636.059302,92268.21864,FALSE
2026,02,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,03,1,Atelier,20,3.244906413,29113.62984,6636.059302,94471.00419,FALSE
2026,03,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,04,1,Atelier,20,3.320568073,29113.62984,6636.059302,96673.78975,FALSE
2026,04,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,05,1,Atelier,20,3.396229733,29113.62984,6636.059302,98876.5753,FALSE
2026,05,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,06,1,Atelier,20,3.471891392,29113.62984,6636.059302,101079.3609,FALSE
2026,06,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,07,1,Atelier,20,3.547553052,29113.62984,6636.059302,103282.1464,FALSE
2026,07,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,08,1,Atelier,20,3.623214712,29113.62984,6636.059302,105484.932,FALSE
2026,08,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,09,1,Atelier,20,3.698876371,29113.62984,6636.059302,107687.7175,FALSE
2026,09,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,10,1,Atelier,20,3.774538031,29113.62984,6636.059302,109890.5031,FALSE
2026,10,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,11,1,Atelier,20,3.850199691,29113.62984,6636.059302,112093.2886,FALSE
2026,11,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,12,1,Atelier,20,3.92586135,29113.62984,6636.059302,114296.0742,FALSE
2026,12,2,Atelier,20,0,29113.62984,6636.059302,0,FALSE
2026,01,1,Atelier,24,6.419128399,29113.62984,6636.059302,186884.1281,TRUE
2026,01,2,Atelier,24,6.655920625,29113.62984,6636.059302,193778.0093,TRUE
2026,02,1,Atelier,24,6.525334324,29113.62984,6636.059302,189976.1681,TRUE
2026,02,2,Atelier,24,6.766044331,29113.62984,6636.059302,196984.1101,TRUE
2026,03,1,Atelier,24,6.631540249,29113.62984,6636.059302,193068.2081,TRUE
2026,03,2,Atelier,24,6.876168037,29113.62984,6636.059302,200190.211,TRUE
2026,04,1,Atelier,24,6.737746174,29113.62984,6636.059302,196160.2481,TRUE
2026,04,2,Atelier,24,6.986291743,29113.62984,6636.059302,203396.3118,TRUE
2026,05,1,Atelier,24,6.8439521,29113.62984,6636.059302,199252.2881,TRUE
2026,05,2,Atelier,24,7.096415449,29113.62984,6636.059302,206602.4126,TRUE
2026,06,1,Atelier,24,6.950158025,29113.62984,6636.059302,202344.3281,TRUE
2026,06,2,Atelier,24,7.206539155,29113.62984,6636.059302,209808.5134,TRUE
2026,07,1,Atelier,24,7.05636395,29113.62984,6636.059302,205436.3681,TRUE
2026,07,2,Atelier,24,7.316662861,29113.62984,6636.059302,213014.6142,TRUE
2026,08,1,Atelier,24,7.162569876,29113.62984,6636.059302,208528.4081,TRUE
2026,08,2,Atelier,24,7.426786567,29113.62984,6636.059302,216220.715,TRUE
2026,09,1,Atelier,24,7.268775801,29113.62984,6636.059302,211620.4481,TRUE
2026,09,2,Atelier,24,7.536910273,29113.62984,6636.059302,219426.8158,TRUE
2026,10,1,Atelier,24,7.374981726,29113.62984,6636.059302,214712.4881,TRUE
2026,10,2,Atelier,24,7.647033979,29113.62984,6636.059302,222632.9167,TRUE
2026,11,1,Atelier,24,7.481187651,29113.62984,6636.059302,217804.5281,TRUE
2026,11,2,Atelier,24,7.757157685,29113.62984,6636.059302,225839.0175,TRUE
2026,12,1,Atelier,24,7.587393577,29113.62984,6636.059302,220896.5681,TRUE
2026,12,2,Atelier,24,7.867281391,29113.62984,6636.059302,229045.1183,TRUE
2026,01,1,Atelier,4,4.456254573,29113.62984,6636.059302,129737.7461,FALSE
2026,01,2,Atelier,4,2.142430083,29113.62984,6636.059302,62373.9164,FALSE
2026,02,1,Atelier,4,4.514797787,29113.62984,6636.059302,131442.1516,FALSE
2026,02,2,Atelier,4,2.170575859,29113.62984,6636.059302,63193.34211,FALSE
2026,03,1,Atelier,4,4.573341001,29113.62984,6636.059302,133146.5571,FALSE
2026,03,2,Atelier,4,2.198721635,29113.62984,6636.059302,64012.76782,FALSE
2026,04,1,Atelier,4,4.631884216,29113.62984,6636.059302,134850.9625,FALSE
2026,04,2,Atelier,4,2.226867411,29113.62984,6636.059302,64832.19352,FALSE
2026,05,1,Atelier,4,4.69042743,29113.62984,6636.059302,136555.368,FALSE
2026,05,2,Atelier,4,2.255013187,29113.62984,6636.059302,65651.61923,FALSE
2026,06,1,Atelier,4,4.748970644,29113.62984,6636.059302,138259.7735,FALSE
2026,06,2,Atelier,4,2.283158964,29113.62984,6636.059302,66471.04493,FALSE
2026,07,1,Atelier,4,4.807513858,29113.62984,6636.059302,139964.1789,FALSE
2026,07,2,Atelier,4,2.31130474,29113.62984,6636.059302,67290.47064,FALSE
2026,08,1,Atelier,4,4.866057073,29113.62984,6636.059302,141668.5844,FALSE
2026,08,2,Atelier,4,2.339450516,29113.62984,6636.059302,68109.89635,FALSE
2026,09,1,Atelier,4,4.924600287,29113.62984,6636.059302,143372.9899,FALSE
2026,09,2,Atelier,4,2.367596292,29113.62984,6636.059302,68929.32205,FALSE
2026,10,1,Atelier,4,4.983143501,29113.62984,6636.059302,145077.3953,FALSE
2026,10,2,Atelier,4,2.395742068,29113.62984,6636.059302,69748.74776,FALSE
2026,11,1,Atelier,4,5.041686715,29113.62984,6636.059302,146781.8008,FALSE
2026,11,2,Atelier,4,2.423887844,29113.62984,6636.059302,70568.17347,FALSE
2026,12,1,Atelier,4,5.10022993,29113.62984,6636.059302,148486.2063,FALSE
2026,12,2,Atelier,4,2.45203362,29113.62984,6636.059302,71387.59917,FALSE
2026,01,1,Atelier,2,11.94963552,29113.62984,6636.059302,347897.2654,FALSE
2026,01,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,02,1,Atelier,2,12.11552395,29113.62984,6636.059302,352726.8795,FALSE
2026,02,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,03,1,Atelier,2,12.28141237,29113.62984,6636.059302,357556.4937,FALSE
2026,03,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,04,1,Atelier,2,12.4473008,29113.62984,6636.059302,362386.1079,FALSE
2026,04,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,05,1,Atelier,2,12.61318922,29113.62984,6636.059302,367215.7221,FALSE
2026,05,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,06,1,Atelier,2,12.77907765,29113.62984,6636.059302,372045.3363,FALSE
2026,06,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,07,1,Atelier,2,12.94496607,29113.62984,6636.059302,376874.9505,FALSE
2026,07,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,08,1,Atelier,2,13.11085449,29113.62984,6636.059302,381704.5647,FALSE
2026,08,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,09,1,Atelier,2,13.27674292,29113.62984,6636.059302,386534.1789,FALSE
2026,09,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,10,1,Atelier,2,13.44263134,29113.62984,6636.059302,391363.7931,FALSE
2026,10,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,11,1,Atelier,2,13.60851977,29113.62984,6636.059302,396193.4072,FALSE
2026,11,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,12,1,Atelier,2,13.77440819,29113.62984,6636.059302,401023.0214,FALSE
2026,12,2,Atelier,2,0,29113.62984,6636.059302,0,FALSE
2026,01,1,Atelier,27,3.054015606,29113.62984,6636.059302,88913.47988,FALSE
2026,01,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,02,1,Atelier,27,3.616454266,29113.62984,6636.059302,105288.1109,FALSE
2026,02,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,03,1,Atelier,27,6.207581373,29113.62984,6636.059302,180725.2263,FALSE
2026,03,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,04,1,Atelier,27,7.616006082,29113.62984,6636.059302,221729.582,FALSE
2026,04,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,05,1,Atelier,27,6.365802114,29113.62984,6636.059302,185331.6064,FALSE
2026,05,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,06,1,Atelier,27,7.780468225,29113.62984,6636.059302,226517.6719,FALSE
2026,06,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,07,1,Atelier,27,3.251594865,29113.62984,6636.059302,94665.72928,FALSE
2026,07,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,08,1,Atelier,27,3.814033525,29113.62984,6636.059302,111040.3602,FALSE
2026,08,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,09,1,Atelier,27,6.405160631,29113.62984,6636.059302,186477.4757,FALSE
2026,09,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,10,1,Atelier,27,7.813585341,29113.62984,6636.059302,227481.8314,FALSE
2026,10,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,11,1,Atelier,27,6.563381372,29113.62984,6636.059302,191083.8558,FALSE
2026,11,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,12,1,Atelier,27,7.978047484,29113.62984,6636.059302,232269.9213,FALSE
2026,12,2,Atelier,27,0,29113.62984,6636.059302,0,FALSE
2026,01,1,Celeste,2,9.984122905,23436.22485,5419.715976,233990.1493,FALSE
2026,01,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,02,1,Celeste,2,11.30802942,23436.22485,5419.715976,265017.5202,FALSE
2026,02,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,03,1,Celeste,2,11.22892911,23436.22485,5419.715976,263163.7075,FALSE
2026,03,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,04,1,Celeste,2,11.02844744,23436.22485,5419.715976,258465.174,FALSE
2026,04,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,05,1,Celeste,2,10.40730376,23436.22485,5419.715976,243907.911,FALSE
2026,05,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,06,1,Celeste,2,9.234140872,23436.22485,5419.715976,216413.4018,FALSE
2026,06,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,07,1,Celeste,2,8.06577556,23436.22485,5419.715976,189031.3296,FALSE
2026,07,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,08,1,Celeste,2,13.46748904,23436.22485,5419.715976,315627.1014,FALSE
2026,08,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,09,1,Celeste,2,8.900968255,23436.22485,5419.715976,208605.0934,FALSE
2026,09,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,10,1,Celeste,2,10.40532133,23436.22485,5419.715976,243861.4504,FALSE
2026,10,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,11,1,Celeste,2,14.96679847,23436.22485,5419.715976,350765.2543,FALSE
2026,11,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,12,1,Celeste,2,16.60513285,23436.22485,5419.715976,389161.6271,FALSE
2026,12,2,Celeste,2,0,23436.22485,5419.715976,0,FALSE
2026,01,1,Atelier,5,5.538010141,29113.62984,6636.059302,161231.5773,FALSE
2026,01,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,02,1,Atelier,5,5.600597772,29113.62984,6636.059302,163053.7304,FALSE
2026,02,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,03,1,Atelier,5,5.663185402,29113.62984,6636.059302,164875.8835,FALSE
2026,03,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,04,1,Atelier,5,5.725773033,29113.62984,6636.059302,166698.0367,FALSE
2026,04,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,05,1,Atelier,5,5.788360664,29113.62984,6636.059302,168520.1898,FALSE
2026,05,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,06,1,Atelier,5,5.850948295,29113.62984,6636.059302,170342.3429,FALSE
2026,06,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,07,1,Atelier,5,5.913535926,29113.62984,6636.059302,172164.496,FALSE
2026,07,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,08,1,Atelier,5,5.976123556,29113.62984,6636.059302,173986.6491,FALSE
2026,08,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,09,1,Atelier,5,6.038711187,29113.62984,6636.059302,175808.8022,FALSE
2026,09,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,10,1,Atelier,5,6.101298818,29113.62984,6636.059302,177630.9553,FALSE
2026,10,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,11,1,Atelier,5,6.163886449,29113.62984,6636.059302,179453.1085,FALSE
2026,11,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,12,1,Atelier,5,6.22647408,29113.62984,6636.059302,181275.2616,FALSE
2026,12,2,Atelier,5,0,29113.62984,6636.059302,0,FALSE
2026,01,1,Atelier,23,7.007548698,29113.62984,6636.059302,204015.1789,FALSE
2026,01,2,Atelier,23,2.076310725,29113.62984,6636.059302,60448.94189,FALSE
2026,02,1,Atelier,23,7.086665009,29113.62984,6636.059302,206318.5419,FALSE
2026,02,2,Atelier,23,2.099752595,29113.62984,6636.059302,61131.41982,FALSE
2026,03,1,Atelier,23,7.16578132,29113.62984,6636.059302,208621.9049,FALSE
2026,03,2,Atelier,23,2.123194465,29113.62984,6636.059302,61813.89774,FALSE
2026,04,1,Atelier,23,7.244897631,29113.62984,6636.059302,210925.2679,FALSE
2026,04,2,Atelier,23,2.146636335,29113.62984,6636.059302,62496.37567,FALSE
